EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,PrioridadTriage,CostoAtencionCLP,FechaDT,Mes,Temporada,SexoPaciente_femenino,SexoPaciente_masculino,PrioridadTriage_Encoded
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,23,1,Influenza y neumonia,259,14,26,31,124,64,24-02-2025,c2,163391.0,2025-02-24,2,Verano,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,23,2,Infeccion respiratoria aguda alta,164,8,13,37,77,29,24-02-2025,c2,127845.0,2025-02-24,2,Verano,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,23,3,Bronquitis/Bronquiolitis aguda,186,56,42,33,45,10,03-06-2024,c4,99858.0,2024-06-03,6,Invierno,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,23,4,Crisis asmática,78,6,11,14,40,7,24-02-2025,c3,107788.0,2025-02-24,2,Verano,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,23,5,Insuficiencia respiratoria aguda,79,3,4,9,24,39,03-06-2024,c4,95138.0,2024-06-03,6,Invierno,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,23,6,COVID-19 sospecha/confirmada,228,17,28,39,110,34,03-06-2024,c1,144112.0,2024-06-03,6,Invierno,True,False,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,23,1,Influenza y neumonia,111,10,19,17,39,26,24-02-2025,c4,130432.0,2025-02-24,2,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,23,2,Infeccion respiratoria aguda alta,175,16,21,32,83,23,03-06-2024,c3,57412.0,2024-06-03,6,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,23,3,Bronquitis/Bronquiolitis aguda,194,67,47,27,48,5,03-06-2024,c2,129808.0,2024-06-03,6,Invierno,True,False,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,23,4,Crisis asmática,220,11,29,70,86,24,03-06-2024,c5,122525.0,2024-06-03,6,Invierno,True,False,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,23,5,Insuficiencia respiratoria aguda,184,9,9,17,55,94,03-06-2024,c4,84098.0,2024-06-03,6,Invierno,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,23,6,COVID-19 sospecha/confirmada,253,23,29,54,116,31,24-02-2025,c4,80964.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,23,1,Influenza y neumonia,152,14,18,19,61,40,24-02-2025,c4,75710.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,23,2,Infeccion respiratoria aguda alta,84,9,6,15,36,18,03-06-2024,c1,115202.0,2024-06-03,6,Invierno,False,True,5.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,23,3,Bronquitis/Bronquiolitis aguda,105,33,32,13,23,4,24-02-2025,c3,118940.0,2025-02-24,2,Verano,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,23,4,Crisis asmática,219,9,25,53,107,25,24-02-2025,c4,120152.0,2025-02-24,2,Verano,True,False,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,23,5,Insuficiencia respiratoria aguda,152,4,5,9,48,86,24-02-2025,desconocido,188239.0,2025-02-24,2,Verano,True,False,0.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,23,6,COVID-19 sospecha/confirmada,173,8,14,40,89,22,03-06-2024,c4,95529.0,2024-06-03,6,Invierno,False,True,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,24,1,Influenza y neumonia,62,5,3,5,31,18,24-02-2025,c3,82325.0,2025-02-24,2,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,24,2,Infeccion respiratoria aguda alta,86,6,13,15,36,16,24-02-2025,c3,110340.0,2025-02-24,2,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,24,3,Bronquitis/Bronquiolitis aguda,134,38,28,27,34,7,24-02-2025,c3,109405.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,24,4,Crisis asmática,128,9,19,32,57,11,24-02-2025,c1,112825.0,2025-02-24,2,Verano,True,False,5.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,24,5,Insuficiencia respiratoria aguda,222,3,8,18,81,112,10-06-2024,c4,97026.0,2024-06-10,6,Invierno,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,24,6,COVID-19 sospecha/confirmada,217,14,22,47,97,37,10-06-2024,c3,135028.0,2024-06-10,6,Invierno,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,24,1,Influenza y neumonia,101,10,12,500,38,25,10-06-2024,c2,63678.0,2024-06-10,6,Invierno,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,24,2,Infeccion respiratoria aguda alta,230,23,36,45,93,33,24-02-2025,c4,76840.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,24,3,Bronquitis/Bronquiolitis aguda,287,83,85,47,61,11,24-02-2025,c4,90375.0,2025-02-24,2,Verano,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,24,4,Crisis asmática,81,1,12,19,36,13,24-02-2025,c1,68104.0,2025-02-24,2,Verano,True,False,5.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,24,5,Insuficiencia respiratoria aguda,150,3,6,11,52,78,24-02-2025,c2,150042.0,2025-02-24,2,Verano,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,24,6,COVID-19 sospecha/confirmada,287,18,35,57,131,46,10-06-2024,c2,107287.0,2024-06-10,6,Invierno,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,24,1,Influenza y neumonia,244,20,23,33,109,59,10-06-2024,c3,86087.0,2024-06-10,6,Invierno,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,24,2,Infeccion respiratoria aguda alta,120,11,11,20,58,20,24-02-2025,c3,131576.0,2025-02-24,2,Verano,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,24,3,Bronquitis/Bronquiolitis aguda,60,11,21,10,10,8,24-02-2025,c4,131193.0,2025-02-24,2,Verano,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,24,4,Crisis asmática,171,7,12,50,82,20,24-02-2025,c4,99899.0,2025-02-24,2,Verano,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,24,5,Insuficiencia respiratoria aguda,49,0,1,1,21,26,24-02-2025,c4,90023.0,2025-02-24,2,Verano,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,24,6,COVID-19 sospecha/confirmada,256,15,31,52,124,34,10-06-2024,c3,71986.0,2024-06-10,6,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,24,1,Influenza y neumonia,115,8,13,19,45,30,24-02-2025,c3,126998.0,2025-02-24,2,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,24,2,Infeccion respiratoria aguda alta,71,5,10,12,31,13,10-06-2024,c2,113989.0,2024-06-10,6,Invierno,True,False,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,24,3,Bronquitis/Bronquiolitis aguda,71,25,17,7,14,8,24-02-2025,c1,99890.0,2025-02-24,2,Verano,True,False,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,24,4,Crisis asmática,131,3,17,37,61,13,10-06-2024,c3,87450.0,2024-06-10,6,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,24,5,Insuficiencia respiratoria aguda,88,0,4,6,25,53,10-06-2024,c3,121126.0,2024-06-10,6,Invierno,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,24,6,COVID-19 sospecha/confirmada,60,3,4,13,27,13,10-06-2024,c5,88264.0,2024-06-10,6,Invierno,False,True,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,24,1,Influenza y neumonia,323,24,29,54,136,80,10-06-2024,c5,76384.0,2024-06-10,6,Invierno,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,24,2,Infeccion respiratoria aguda alta,226,13,24,43,111,35,24-02-2025,c3,132482.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,24,3,Bronquitis/Bronquiolitis aguda,184,59,45,38,35,7,10-06-2024,c5,96994.0,2024-06-10,6,Invierno,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,24,4,Crisis asmática,146,9,21,38,68,10,24-02-2025,c5,150219.0,2025-02-24,2,Verano,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,24,5,Insuficiencia respiratoria aguda,275,13,9,16,92,145,24-02-2025,c5,70170.0,2025-02-24,2,Verano,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,24,6,COVID-19 sospecha/confirmada,202,10,23,41,100,28,10-06-2024,c2,41153.0,2024-06-10,6,Invierno,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,25,1,Influenza y neumonia,331,21,29,65,143,73,17-06-2024,c3,123525.0,2024-06-17,6,Invierno,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,25,2,Infeccion respiratoria aguda alta,245,18,18,48,120,41,17-06-2024,c5,96346.0,2024-06-17,6,Invierno,True,False,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,25,3,Bronquitis/Bronquiolitis aguda,176,49,49,37,28,13,17-06-2024,c3,100105.0,2024-06-17,6,Invierno,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,25,4,Crisis asmática,1541,9,14,40,44,13,17-06-2024,c4,85685.0,2024-06-17,6,Invierno,False,True,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,25,5,Insuficiencia respiratoria aguda,276,11,13,27,83,142,24-02-2025,c4,25622.0,2025-02-24,2,Verano,False,True,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,25,6,COVID-19 sospecha/confirmada,151,14,15,37,65,20,24-02-2025,c4,132538.0,2025-02-24,2,Verano,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,25,1,Influenza y neumonia,225,14,23,29,94,65,17-06-2024,c4,102871.0,2024-06-17,6,Invierno,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,25,2,Infeccion respiratoria aguda alta,270,18,39,45,128,40,24-02-2025,c4,111599.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,25,3,Bronquitis/Bronquiolitis aguda,221,63,56,46,41,15,17-06-2024,c4,56491.0,2024-06-17,6,Invierno,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,25,4,Crisis asmática,97,9,10,28,38,12,24-02-2025,c2,103510.0,2025-02-24,2,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,25,5,Insuficiencia respiratoria aguda,245,6,13,18,85,123,24-02-2025,c3,55018.0,2025-02-24,2,Verano,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2024,25,6,COVID-19 sospecha/confirmada,219,18,33,47,82,39,17-06-2024,c1,67520.0,2024-06-17,6,Invierno,False,True,5.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,25,1,Influenza y neumonia,213,16,32,34,79,52,24-02-2025,c5,110668.0,2025-02-24,2,Verano,True,False,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,25,2,Infeccion respiratoria aguda alta,64,6,6,9,36,7,17-06-2024,c3,106252.0,2024-06-17,6,Invierno,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,25,3,Bronquitis/Bronquiolitis aguda,134,36,33,29,27,9,24-02-2025,c5,139471.0,2025-02-24,2,Verano,False,True,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,25,4,Crisis asmática,201,12,24,49,96,20,24-02-2025,c3,77748.0,2025-02-24,2,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,25,5,Insuficiencia respiratoria aguda,118,3,7,7,42,59,24-02-2025,c3,93949.0,2025-02-24,2,Verano,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2024,25,6,COVID-19 sospecha/confirmada,207,9,23,41,98,36,17-06-2024,c4,101840.0,2024-06-17,6,Invierno,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,25,1,Influenza y neumonia,161,10,16,21,76,38,24-02-2025,c3,98990.0,2025-02-24,2,Verano,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,25,2,Infeccion respiratoria aguda alta,220,20,22,41,101,36,24-02-2025,c5,64009.0,2025-02-24,2,Verano,True,False,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,25,3,Bronquitis/Bronquiolitis aguda,125,36,40,17,22,10,24-02-2025,c5,127698.0,2025-02-24,2,Verano,True,False,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,25,4,Crisis asmática,183,14,25,55,68,21,17-06-2024,c1,114510.0,2024-06-17,6,Invierno,False,True,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,25,5,Insuficiencia respiratoria aguda,54,3,2,6,19,24,17-06-2024,c3,96409.0,2024-06-17,6,Invierno,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2024,25,6,COVID-19 sospecha/confirmada,246,20,24,41,118,43,24-02-2025,c3,102261.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,25,1,Influenza y neumonia,176,14,15,24,71,52,24-02-2025,c3,93702.0,2025-02-24,2,Verano,False,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,25,2,Infeccion respiratoria aguda alta,229,12,24,47,109,37,24-02-2025,c2,80525.0,2025-02-24,2,Verano,False,True,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,25,3,Bronquitis/Bronquiolitis aguda,134,42,30,26,29,7,24-02-2025,c4,72811.0,2025-02-24,2,Verano,False,True,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,25,4,Crisis asmática,180,7,23,51,80,19,24-02-2025,c3,89580.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,25,5,Insuficiencia respiratoria aguda,211,5,10,9,84,103,17-06-2024,c3,108297.0,2024-06-17,6,Invierno,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2024,25,6,COVID-19 sospecha/confirmada,228,18,21,41,112,36,24-02-2025,c2,104036.0,2025-02-24,2,Verano,False,True,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2024,26,1,Influenza y neumonia,319,25,24,36,141,93,24-02-2025,c4,70749.0,2025-02-24,2,Verano,True,False,2.0
