EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,5,Insuficiencia respiratoria aguda,132,7,10,10,43,62,2024/02/26,M,C1,63728.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,6,COVID-19 sospecha/confirmada,183,12,26,31,76,38,26-02-2024,F,C4,110599.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,1,Influenza y neumonia,122,9,15,21,47,30,26-02-2024,F,C4,70649.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,2,Infeccion respiratoria aguda alta,148,18,17,23,71,19,26-02-2024,M,C3,125710.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,131,35,36,19,34,7,2024/02/26,M,C2,147070.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,4,Crisis asmática,137,4,14,39,63,17,2024/02/26,M,C4,68336.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,5,Insuficiencia respiratoria aguda,87,6,4,6,20,51,26-02-2024,M,C2,101292.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,6,COVID-19 sospecha/confirmada,159,14,16,39,60,30,26-02-2024,M,C5,131543.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,1,Influenza y neumonia,125,11,14,13,59,28,26-02-2024,M,C3,112167.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,2,Infeccion respiratoria aguda alta,160,6,21,38,70,25,26.02.24,F,C3,70716.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,153,47,38,28,30,10,26-02-2024,F,C4,94637.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,4,Crisis asmática,180,7,22,52,81,18,26.02.24,M,C2,123742.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,5,Insuficiencia respiratoria aguda,52,1,1,8,16,26,26-02-2024,M,C3,148030.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,6,COVID-19 sospecha/confirmada,204,10,25,39,102,28,26-02-2024,M,C4,114958.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,1,Influenza y neumonia,218,22,21,20,96,59,26-02-2024,M,C3,48912.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,2,Infeccion respiratoria aguda alta,129,10,18,33,55,13,26-02-2024,SinDato,C2,65863.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,148,45,37,23,34,9,26.02.24,M,C3,61269.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,4,Crisis asmática,146,2,18,36,79,11,2024/02/26,F, c2,103090.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,5,Insuficiencia respiratoria aguda,130,4,6,16,35,69,26-02-2024,F,C3,76010.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,6,COVID-19 sospecha/confirmada,203,17,23,43,93,27,26-02-2024,M,C2,136802.0
110901,Hospital Regional de Arica Dr. Juan Noe  ,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,1,Influenza y neumonia,139,7,21,20,57,34,04-03-2024,M,C3,146946.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,2,Infeccion respiratoria aguda alta,141,5,22,33,63,18,2024/03/04,F,C4,113446.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,219,75,56,33,38,17,04.03.24,F,C3,103770.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,4,Crisis asmática,109,5,13,33,45,13,2024/03/04,M,C4,60825.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,5,Insuficiencia respiratoria aguda,179,6,3,13,64,93,04-03-2024,M,C4,100619.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,6,COVID-19 sospecha/confirmada,168,19,16,28,74,31,04-03-2024,F,C1,47777.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,1,Influenza y neumonia,156,15,13,13,69,46,04-03-2024,F,C3,44390.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,2,Infeccion respiratoria aguda alta,120,9,12,24,55,20,04-03-2024,F,C3,99347.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,120,24,35,27,23,11,,M,C2,42487.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,4,Crisis asmática,215,12,29,54,105,15,2024/03/04,F,C2,99571.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,5,Insuficiencia respiratoria aguda,55,4,1,4,19,27,2024/03/04,F,C5,82877.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,HOSPITALARIA (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,6,COVID-19 sospecha/confirmada,215,14,32,41,96,32,04-03-2024,M,C5,142563.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,1,Influenza y neumonia,180,10,18,28,86,38,,F,C2,59678.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,2,Infeccion respiratoria aguda alta,141,8,16,31,65,21,04-03-2024,M,C3,119398.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,149,49,41,24,27,8,2024/03/04,M,C2,137844.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,4,Crisis asmática,92,7,9,22,44,10,04-03-2024,F,C4,76358.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,5,Insuficiencia respiratoria aguda,86,4,2,6,23,51,04-03-2024,M,C3,119132.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,6,COVID-19 sospecha/confirmada,140,9,21,24,66,20,04-03-2024,F,C4,88435.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),,-70.7766,Baja Complejidad,2024,10,1,Influenza y neumonia,113,4,13,15,56,25,2024/03/04,M,C3,74432.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,2,Infeccion respiratoria aguda alta,62,3,5,17,30,7,2024/03/04,F,C5,106356.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,72,22,18,12,14,6,04-03-2024,M,C3,141123.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,4,Crisis asmática,109,2,19,36,41,11,04-03-2024,F,C3,101490.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,5,Insuficiencia respiratoria aguda,47,3,1,2,16,25,2024/03/04,M,C5,127994.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,6,COVID-19 sospecha/confirmada,146,15,16,22,72,21,04-03-2024,M,C5,127337.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,1,Influenza y neumonia,58,6,5,8,30,9,2024/03/04,F,C3,92250.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,2,Infeccion respiratoria aguda alta,173,10,21,28,82,32,2024/03/04,M,C3,97355.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,148,41,38,19,43,7,2024/03/04,F,C4,95663.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,4,Crisis asmática,144,4,17,39,68,16,04.03.24,F,C3,66195.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,5,Insuficiencia respiratoria aguda,127,7,7,10,48,55,2024/03/04,M,C4,64737.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,6,COVID-19 sospecha/confirmada,138,7,13,27,73,18,04-03-2024,F,C1,69268.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,1,Influenza y neumonia,147,13,14,20,66,34,2024/03/11,F,C5,113122.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,2,Infeccion respiratoria aguda alta,75,4,10,17,30,14,2024/03/11,F,C3,99127.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,3,Bronquitis/Bronquiolitis aguda,180,54,45,33,39,9,11.03.24,M,C3,73736.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,4,Crisis asmática,134,5,15,33,70,11,2024/03/11,F,C3,79649.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,5,Insuficiencia respiratoria aguda,91,1,5,8,34,43,11-03-2024,F,C4,128205.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,6,COVID-19 sospecha/confirmada,163,11,20,32,75,25,11.03.24,M,C4,92916.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,11,1,Influenza y neumonia,266,17,28,31,113,77,11-03-2024,M,C5,109152.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,11,2,Infeccion respiratoria aguda alta,60,5,7,8,33,7,11.03.24,M,C3,76327.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,11,3,Bronquitis/Bronquiolitis aguda,155,47,41,23,32,12,2024/03/11,M,C3,103956.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,11,4,Crisis asmática,53,3,5,13,25,7,11-03-2024,M,C3,78482.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,11,5,Insuficiencia respiratoria aguda,66,4,0,8,24,30,11-03-2024,M,C3,106765.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,11,6,COVID-19 sospecha/confirmada,225,13,21,40,111,40,11.03.24,M,C4,115482.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,11,1,Influenza y neumonia,203,12,20,27,85,59,2024/03/11,M,C3,130163.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,11,2,Infeccion respiratoria aguda alta,147,7,11,35,76,18,11-03-2024,M,C4,123220.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,11,3,Bronquitis/Bronquiolitis aguda,201,54,47,35,48,17,2024/03/11,M,C3,91221.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,11,4,Crisis asmática,119,3,16,39,52,9,2024/03/11,M,C3,98319.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,11,5,Insuficiencia respiratoria aguda,63,1,3,4,22,33,11-03-2024,F,C1,153885.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,11,6,COVID-19 sospecha/confirmada,173,17,17,33,81,25,2024/03/11,M,C4,91037.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,11,1,Influenza y neumonia,165,14,16,22,71,42,11-03-2024,M,C2,66958.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,11,2,Infeccion respiratoria aguda alta,93,9,7,29,37,11,2024/03/11,F,C1,78781.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,11,3,Bronquitis/Bronquiolitis aguda,91,33,15,17,21,5,2024/03/11,M,C1,87295.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,11,4,Crisis asmática,169,8,14,46,84,1313,11-03-2024,M,C3,60062.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,11,5,Insuficiencia respiratoria aguda,114,1,5,9,42,57,11-03-2024,M,C4,53720.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,AMBULATORIA (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,11,6,COVID-19 sospecha/confirmada,184,12,27,41,69,35,11.03.24,M,C3,106168.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,11,1,Influenza y neumonia,221,17,20,39,91,54,11.03.24,M,C4,75839.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,11,2,Infeccion respiratoria aguda alta,150,10,20,46,54,20,11-03-2024,F,C3,89334.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,11,3,Bronquitis/Bronquiolitis aguda,93,32,28,11,18,4,2024/03/11,M,C4,53469.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,11,4,Crisis asmática,199,9,23,68,83,16,2024/03/11,F,C1,48670.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,11,5,Insuficiencia respiratoria aguda,132,4,7,8,45,68,2024/03/11,M,C3,83534.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,11,6,COVID-19 sospecha/confirmada,150,13,16,38,60,23,11.03.24,F,C5,99151.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,12,1,Influenza y neumonia,141,7,10,17,74,33,18-03-2024,M,C2,111199.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,12,2,Infeccion respiratoria aguda alta,184,15,24,35,82,28,18.03.24,M,C2,166793.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,12,3,Bronquitis/Bronquiolitis aguda,61,17,19,13,11,1,2024/03/18,F,C2,69630.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,12,4,Crisis asmática,183,5,13,52,96,17,2024/03/18,M,C4,54732.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,12,5,Insuficiencia respiratoria aguda,179,3,4,18,60,94,2024/03/18,F,C2,126593.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,12,6,COVID-19 sospecha/confirmada,153,8,16,34,68,27,18-03-2024,F,C3,47527.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,12,1,Influenza y neumonia,125,14,9,18,44,40,18-03-2024,F,C3,120856.0
