EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencionTexto_year,FechaAtencionTexto_month,FechaAtencionTexto_day,FechaAtencionTexto_weekday,FechaAtencionTexto_hour
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,8,5,Insuficiencia respiratoria aguda,127.0,5,6,6,39,71,2024-02-19,M,C4,98982.0,2024,2,19,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,8,6,COVID-19 sospecha/confirmada,103.0,6,15,27,43,12,2024-02-19,F,C3,93675.0,2024,2,19,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,8,1,Influenza y neumonia,112.0,7,8,13,51,33,2024-02-19,M,C3,95078.0,2024,2,19,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,8,2,Infeccion respiratoria aguda alta,145.0,14,20,31,61,19,2024-02-19,F,C4,89250.0,2024,2,19,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,8,3,Bronquitis/Bronquiolitis aguda,207.0,57,37,32,42,6,2024-02-19,F,C4,102348.0,2024,2,19,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,8,4,Crisis asmática,96.0,6,14,20,50,6,2024-02-19,M,C2,85194.0,2024,2,19,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,8,5,Insuficiencia respiratoria aguda,91.0,0,1,9,33,48,2024-02-19,M,C2,76043.0,2024,2,19,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,8,6,COVID-19 sospecha/confirmada,206.0,13,33,36,88,36,2024-02-19,F,C4,93177.0,2024,2,19,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,,-33.4372,-70.7766,Baja Complejidad,2024,8,1,Influenza y neumonia,50.0,2,6,7,24,11,2024-02-19,Desconocido,C4,93693.0,2024,2,19,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,8,2,Infeccion respiratoria aguda alta,52.0,5,8,12,20,7,2024-02-19,F,C3,73195.0,2024,2,19,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,8,3,Bronquitis/Bronquiolitis aguda,97.0,33,23,9,25,7,2024-02-19,F,C4,94431.0,2024,2,19,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,8,4,Crisis asmática,149.0,7,24,34,74,10,2024-02-19,F,C2,91722.0,2024,2,19,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,8,5,Insuficiencia respiratoria aguda,115.0,4,3,6,35,67,2024-02-19,M,C4,139390.0,2024,2,19,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,8,6,COVID-19 sospecha/confirmada,72.0,6,8,16,35,7,2024-02-19,F,C1,114149.0,2024,2,19,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,8,1,Influenza y neumonia,99.0,9,12,14,33,31,2024-02-19,F,C5,77747.0,2024,2,19,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,8,2,Infeccion respiratoria aguda alta,201.0,20,24,41,89,27,2024-02-19,F,C3,79135.0,2024,2,19,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,8,3,Bronquitis/Bronquiolitis aguda,132.0,34,30,28,37,3,2024-02-19,M,C4,111185.0,2024,2,19,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,8,4,Crisis asmática,81.0,3,9,27,31,11,2024-02-19,M,C5,109415.0,2024,2,19,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,8,5,Insuficiencia respiratoria aguda,199.0,5,12,14,52,116,2024-02-19,F,C3,100753.0,2024,2,19,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,8,6,COVID-19 sospecha/confirmada,100.0,12,10,18,48,12,2024-02-19,M,C5,84377.0,2024,2,19,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,9,1,Influenza y neumonia,212.0,21,32,31,85,43,2024-02-26,M,C1,76985.0,2024,2,26,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,9,2,Infeccion respiratoria aguda alta,114.0,9,9,27,56,13,2024-02-26,M,C3,85430.0,2024,2,26,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,196.0,67,46,34,42,7,2024-02-26,M,C3,120754.0,2024,2,26,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,9,4,Crisis asmática,173.0,5,24,49,78,17,2024-02-26,F,C2,112347.0,2024,2,26,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,9,5,Insuficiencia respiratoria aguda,109.0,2,1,4,43,59,2024-02-26,F,C4,94261.0,2024,2,26,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,9,6,COVID-19 sospecha/confirmada,151.0,16,10,29,68,28,2024-02-26,F,C3,103534.0,2024,2,26,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,1,Influenza y neumonia,162.0,19,15,25,57,46,2024-02-26,F,C4,105781.0,2024,2,26,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,181.0,50,53,33,39,6,2024-02-26,M,C1,80418.0,2024,2,26,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,4,Crisis asmática,103.0,7,11,29,45,11,2024-02-26,F,C2,117371.0,2024,2,26,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,5,Insuficiencia respiratoria aguda,132.0,7,10,10,43,62,2024-02-26,M,C1,63728.0,2024,2,26,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,9,6,COVID-19 sospecha/confirmada,183.0,12,26,31,76,38,2024-02-26,F,C4,110599.0,2024,2,26,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,1,Influenza y neumonia,122.0,9,15,21,47,30,2024-02-26,F,C4,70649.0,2024,2,26,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,2,Infeccion respiratoria aguda alta,148.0,18,17,23,71,19,2024-02-26,M,C3,125710.0,2024,2,26,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,131.0,35,36,19,34,7,2024-02-26,M,C2,147070.0,2024,2,26,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,4,Crisis asmática,137.0,4,14,39,63,17,2024-02-26,M,C4,68336.0,2024,2,26,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,5,Insuficiencia respiratoria aguda,87.0,6,4,6,20,51,2024-02-26,M,C2,101292.0,2024,2,26,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,9,6,COVID-19 sospecha/confirmada,159.0,14,16,39,60,30,2024-02-26,M,C5,131543.0,2024,2,26,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,1,Influenza y neumonia,125.0,11,14,13,59,28,2024-02-26,M,C3,112167.0,2024,2,26,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,2,Infeccion respiratoria aguda alta,160.0,6,21,38,70,25,2024-02-26,F,C3,70716.0,2024,2,26,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,153.0,47,38,28,30,10,2024-02-26,F,C4,94637.0,2024,2,26,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,4,Crisis asmática,180.0,7,22,52,81,18,2024-02-26,M,C2,123742.0,2024,2,26,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,5,Insuficiencia respiratoria aguda,52.0,1,1,8,16,26,2024-02-26,M,C3,148030.0,2024,2,26,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,9,6,COVID-19 sospecha/confirmada,204.0,10,25,39,102,28,2024-02-26,M,C4,114958.0,2024,2,26,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,1,Influenza y neumonia,218.0,22,21,20,96,59,2024-02-26,M,C3,48912.0,2024,2,26,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,2,Infeccion respiratoria aguda alta,129.0,10,18,33,55,13,2024-02-26,SinDato,C2,65863.0,2024,2,26,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,3,Bronquitis/Bronquiolitis aguda,148.0,45,37,23,34,9,2024-02-26,M,C3,61269.0,2024,2,26,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,4,Crisis asmática,146.0,2,18,36,79,11,2024-02-26,F, c2,103090.0,2024,2,26,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,5,Insuficiencia respiratoria aguda,130.0,4,6,16,35,69,2024-02-26,F,C3,76010.0,2024,2,26,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,9,6,COVID-19 sospecha/confirmada,203.0,17,23,43,93,27,2024-02-26,M,C2,136802.0,2024,2,26,0,0
110901,Hospital Regional de Arica Dr. Juan Noe  ,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,1,Influenza y neumonia,139.0,7,21,20,57,34,2024-04-03,M,C3,146946.0,2024,4,3,2,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,2,Infeccion respiratoria aguda alta,141.0,5,22,33,63,18,2024-03-04,F,C4,113446.0,2024,3,4,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,219.0,75,56,33,38,17,2024-04-03,F,C3,103770.0,2024,4,3,2,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,4,Crisis asmática,109.0,5,13,33,45,13,2024-03-04,M,C4,60825.0,2024,3,4,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,5,Insuficiencia respiratoria aguda,179.0,6,3,13,64,93,2024-04-03,M,C4,100619.0,2024,4,3,2,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,10,6,COVID-19 sospecha/confirmada,168.0,19,16,28,74,31,2024-04-03,F,C1,47777.0,2024,4,3,2,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,1,Influenza y neumonia,156.0,15,13,13,69,46,2024-04-03,F,C3,44390.0,2024,4,3,2,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,2,Infeccion respiratoria aguda alta,120.0,9,12,24,55,20,2024-04-03,F,C3,99347.0,2024,4,3,2,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,4,Crisis asmática,215.0,12,29,54,105,15,2024-03-04,F,C2,99571.0,2024,3,4,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,5,Insuficiencia respiratoria aguda,55.0,4,1,4,19,27,2024-03-04,F,C5,82877.0,2024,3,4,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,HOSPITALARIA (UEH),-33.0245,-71.5518,Alta Complejidad,2024,10,6,COVID-19 sospecha/confirmada,215.0,14,32,41,96,32,2024-04-03,M,C5,142563.0,2024,4,3,2,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,2,Infeccion respiratoria aguda alta,141.0,8,16,31,65,21,2024-04-03,M,C3,119398.0,2024,4,3,2,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,149.0,49,41,24,27,8,2024-03-04,M,C2,137844.0,2024,3,4,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,4,Crisis asmática,92.0,7,9,22,44,10,2024-04-03,F,C4,76358.0,2024,4,3,2,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,5,Insuficiencia respiratoria aguda,86.0,4,2,6,23,51,2024-04-03,M,C3,119132.0,2024,4,3,2,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2024,10,6,COVID-19 sospecha/confirmada,140.0,9,21,24,66,20,2024-04-03,F,C4,88435.0,2024,4,3,2,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),,-70.7766,Baja Complejidad,2024,10,1,Influenza y neumonia,113.0,4,13,15,56,25,2024-03-04,M,C3,74432.0,2024,3,4,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,2,Infeccion respiratoria aguda alta,62.0,3,5,17,30,7,2024-03-04,F,C5,106356.0,2024,3,4,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,72.0,22,18,12,14,6,2024-04-03,M,C3,141123.0,2024,4,3,2,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,4,Crisis asmática,109.0,2,19,36,41,11,2024-04-03,F,C3,101490.0,2024,4,3,2,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,5,Insuficiencia respiratoria aguda,47.0,3,1,2,16,25,2024-03-04,M,C5,127994.0,2024,3,4,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2024,10,6,COVID-19 sospecha/confirmada,146.0,15,16,22,72,21,2024-04-03,M,C5,127337.0,2024,4,3,2,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,1,Influenza y neumonia,58.0,6,5,8,30,9,2024-03-04,F,C3,92250.0,2024,3,4,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,2,Infeccion respiratoria aguda alta,173.0,10,21,28,82,32,2024-03-04,M,C3,97355.0,2024,3,4,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,3,Bronquitis/Bronquiolitis aguda,148.0,41,38,19,43,7,2024-03-04,F,C4,95663.0,2024,3,4,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,4,Crisis asmática,144.0,4,17,39,68,16,2024-04-03,F,C3,66195.0,2024,4,3,2,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,5,Insuficiencia respiratoria aguda,127.0,7,7,10,48,55,2024-03-04,M,C4,64737.0,2024,3,4,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2024,10,6,COVID-19 sospecha/confirmada,138.0,7,13,27,73,18,2024-04-03,F,C1,69268.0,2024,4,3,2,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,1,Influenza y neumonia,147.0,13,14,20,66,34,2024-03-11,F,C5,113122.0,2024,3,11,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,2,Infeccion respiratoria aguda alta,75.0,4,10,17,30,14,2024-03-11,F,C3,99127.0,2024,3,11,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2024,11,3,Bronquitis/Bronquiolitis aguda,180.0,54,45,33,39,9,2024-11-03,M,C3,73736.0,2024,11,3,6,0
